subID,corr,p_val,z_score
101,0.18461671788131223,1.1627700624130406e-10,0.18675813446197434
102,0.43873890215892414,1.2586923775455902e-57,0.4706680170896512
103,0.5733914721976021,7.877029499561921e-106,0.6525609729494718
104,0.17755257638329172,5.885620883867153e-10,0.1794544589040613
105,0.3579859381754586,1.3482640911364144e-37,0.3745738733284629
106,0.5459823204800438,3.505014352237615e-94,0.6126393272358281
107,0.24046337780675897,3.0292109203286124e-17,0.24526587044036438
108,0.41234962074739334,1.833530934613576e-50,0.43843890810753583
109,0.3576161014266537,1.6187304361629344e-37,0.37414973811633256
110,0.37977368170097725,1.8341936837600907e-42,0.39979516249397445
111,0.640956024659598,8.546388175100258e-140,0.7597947089341681
112,0.33758919201092347,2.260003941218242e-33,0.3513691214079249
113,0.1926854233684307,1.6846131480256968e-11,0.19512464985154682
114,0.3055203817222012,2.4131660492308213e-27,0.3155970928909941
115,0.3388089541951682,1.2888910270851072e-33,0.35274641701211473
117,0.6522502208721236,2.4773395788845987e-146,0.7792051061865495
118,0.3346120037118599,8.806798020856118e-33,0.3480127855451309
119,0.5713444262348109,6.375559613809978e-105,0.6495165581207919
120,0.24434814972465915,8.995351241976502e-18,0.24939317133328529
121,0.30623014987383645,1.8071069689800117e-27,0.3163801209415236
122,0.2972195876611159,6.697924225716187e-26,0.3064669946193448
