subID,corr,p_val,z_score
101,0.16959983367386186,3.3825500034872843e-09,0.17125461703989006
102,0.36853151906026826,6.624546873300908e-40,0.3867227654594642
103,0.6863874933369694,6.497457668014107e-168,0.8410928867538
104,0.16525274320467664,8.502092399480485e-09,0.16678214843381223
105,0.33409938981853615,1.1114055819762485e-32,0.34743565168471
106,0.3684626051506642,6.86317150715464e-40,0.3866430233638902
107,0.32538239053790463,5.434320566035732e-31,0.337655133784539
108,0.7980492348177763,8.483747089775193e-266,1.0932168333939747
109,0.31875877014024484,9.601089676057994e-30,0.33026488762567385
110,0.5922331860308548,1.691110377612102e-114,0.6810986763444046
111,0.5822970330763783,7.412462888005752e-110,0.6659311570868994
112,0.23376430982840743,2.338545671064932e-16,0.23816768869630536
113,0.30362675103578296,5.1999352604223206e-27,0.3135098369044986
114,0.5334112774705008,3.433957820002086e-89,0.5949009679079024
115,0.48762681218862747,1.0953075361206941e-72,0.532942071849885
117,0.5080127608556451,1.001535335513311e-79,0.5600476155902414
118,0.33112642106118384,4.247956055356137e-32,0.34409286191199856
119,0.5793212722834905,1.69507563087737e-108,0.6614405169629591
120,0.17065905018538285,2.6923150785204957e-09,0.17234540547549737
121,0.27971495130698143,5.2204757878602303e-23,0.2873728015988338
122,0.4446439658226764,2.5598446958161114e-59,0.4780043843298785
123,0.3086098267027134,6.812917318302375e-28,0.3190081685532929
124,0.29226944722035936,4.61782058110299e-25,0.3010458834962307
125,0.2240594413811906,4.042098872626953e-15,0.22792605379088102
126,0.36183065855610486,1.9866094054682878e-38,0.37899073623405544
127,0.8729678506085646,0.0,1.3454196692042066
128,0.6293308961199534,2.396650688097479e-133,0.7403074775053612
129,0.41396143920651596,6.979429773339815e-51,0.44038249227700105
130,0.25961288376682773,6.184373463566459e-20,0.265693269087617
131,0.21484590749958238,5.36404498050598e-14,0.2182462639653653
132,0.662415421456982,1.8416267333802116e-152,0.7971054074584893
133,0.44828255231113734,2.233994671568321e-60,0.4825488208116516
134,0.23042449108036192,6.328174272471966e-16,0.2346377139059013
135,0.5468958917042762,1.491642859478379e-94,0.6139418163490832
136,0.5229000010466487,3.5517849882546296e-85,0.5803227906083147
137,0.8565643735508721,0.0,1.280298304661505
138,0.5289495443059965,1.8078765577902727e-87,0.5886854966720124
139,0.501925453536824,1.421040191856948e-77,0.551876721055238
140,0.42918465352299295,5.8505322119617566e-55,0.45889680856590537
141,0.6355253983259526,9.514121082367914e-137,0.7506312535693789
142,0.4154159882566567,2.9060740202353905e-51,0.44213912412815815
143,0.5382442546665501,4.3841645853230043e-91,0.6016804445558637
144,0.6801489518904824,9.476329198034794e-164,0.829391158768796
145,0.264897980570906,1.0193846375300892e-20,0.2713687293071479
148,0.3316496601909369,3.35861361593226e-32,0.3446806508916164
149,0.42753708650107053,1.6541046466307043e-54,0.45687898390645726
152,0.36708411532166807,1.3904653099062377e-39,0.38504891895469684
153,0.5584760425894267,2.343202325450954e-99,0.6306157223757531
154,0.45211697807918927,1.655582380563585e-61,0.48735797752092547
155,0.335173763060386,6.821107587813971e-33,0.3486455066418297
