subID,corr,p_val,z_score
101,0.6199528355699977,2.422505988512278e-128,0.7249284760086554
102,0.45071052983339854,4.316733463676889e-61,0.48559158267645397
103,0.5174512742630151,3.77283781105192e-83,0.572852755768665
104,0.47001626063037655,5.603593584877515e-67,0.5100912078620397
105,0.46608511370473577,9.50513768987376e-66,0.5050572509633223
106,0.2623388277560071,2.4528926677611577e-20,0.26861844442148164
107,0.1104260215821728,0.00012658453784290965,0.11087817585534121
108,0.7187251598017483,2.653233558206858e-191,0.9050029192539898
109,0.5518422905883393,1.3956542041385581e-96,0.621026439143567
110,0.6713965342768053,4.4302940962202175e-158,0.8132815257682559
111,0.713265912811091,3.982689172993489e-187,0.8938007288560433
112,0.3974197747011184,1.099454489853192e-46,0.42058099328082554
113,0.1408206784268814,9.705812777158708e-07,0.14176275967596738
114,0.504723930969741,1.4747343195547929e-78,0.5556247017345952
115,0.607916280371474,3.663237420461865e-122,0.7056094982347215
117,0.6823816315646817,3.1508400424125976e-165,0.8335575717545903
118,0.39609414367421747,2.3301449860341672e-46,0.4190077002172589
119,0.7305520112771742,1.0610997700111772e-200,0.929910169143747
120,0.3499343759953114,6.834756939727508e-36,0.3653689710381659
121,0.4997896641143371,7.895526224696011e-77,0.5490257357991389
122,0.4115198767607411,3.008375213077148e-50,0.4374395893857032
