subID,corr,p_val,z_score
101,0.7964747529823595,5.270435048161046e-264,1.0888957459258315
102,0.7215135945601598,1.786500310901415e-193,0.9107949675000699
103,0.7661119804853787,3.004526502300746e-232,1.0108466682641353
104,0.5427929484621437,6.777088184423654e-93,0.608106650300139
105,0.4530505027495608,8.742148340761677e-62,0.48853197457926967
106,0.37149312924713607,1.4359333346382733e-40,0.39015417037302713
107,0.6665983513120847,4.706751737992872e-155,0.8045959986580501
108,0.7962165623025742,1.033717809813122e-263,1.0881899859424928
109,0.7028275649099258,2.0832430614287596e-179,0.8728664309793113
110,0.8048353234969492,1.0307600610818576e-273,1.1121904680096228
111,0.8659045925256917,0.0,1.3164748540069011
112,0.5031287027574323,5.378820084277629e-78,0.5534864916868101
113,0.402402435749123,6.334483532862158e-48,0.42651225626199246
114,0.6418213552835328,2.7581609110534877e-140,0.761264808770985
115,0.6733141905963438,2.6358375925975484e-159,0.8167813012873548
117,0.8149967715660419,3.616809652717926e-286,1.1417328460127256
118,0.5701519059773061,2.1410717904068923e-104,0.6477478862514564
119,0.8938426675847464,0.0,1.4407204698475777
120,0.7611828301479613,1.5100587481934302e-227,0.999021322698344
121,0.7814688087367185,1.1328721751962922e-247,1.0491323601703395
122,0.6497150797558938,7.687851890968665e-145,0.7748054959448442
123,0.5209259316572872,1.9444864508974107e-84,0.5776096886429568
124,0.5883070380079154,1.2066179470740762e-112,0.6750730691753177
125,0.22740217626651954,1.5371166998923655e-15,0.23144826480219532
126,0.7595350151449533,5.311463648038083e-226,0.9951151856790671
127,0.6617516024019692,4.707315733975186e-152,0.7959234887488302
128,0.7264221474171859,2.310158014065951e-197,0.9211100943913243
129,0.6350424108309554,1.763460550328854e-136,0.7498214347835289
130,0.463682371464699,5.267065583299512e-65,0.5019920677454192
131,0.7113253165304737,1.151391192137415e-185,0.8898614984363873
132,0.7566218201443233,2.6820048440240614e-223,0.9882656469710167
133,0.6768194815707554,1.434432736179899e-161,0.8232215323347194
134,0.7076956980257625,5.775421653449249e-183,0.8825524030253875
135,0.8009590480157425,3.733610984702618e-269,1.1012820070145335
136,0.6577737527609154,1.2398728662336807e-149,0.7888794042421031
137,0.7231598860521486,9.062745566101538e-195,0.9142374469011818
138,0.732183433944444,4.898329719536817e-202,0.933417850555175
139,0.799666520687335,1.1746419081088418e-267,1.097686642943252
140,0.7870087168530167,1.5101893141691253e-253,1.0635235761968365
141,0.8574163604776793,0.0,1.2835064880153835
142,0.6429651557073466,6.151143759418649e-141,0.763212265004833
143,0.8546310280120301,0.0,1.2730829519024038
144,0.7313560082209255,2.3373340539585154e-201,0.9316365739071114
145,0.8085456948390961,3.565365135066383e-278,1.122814576489951
148,0.5771161902261812,1.6881086462356868e-107,0.6581279011665394
149,0.5504229355764129,5.375766254614197e-96,0.6189878751849978
152,0.6783408900363412,1.4591243864735978e-162,0.826034349462361
153,0.6101830438318354,2.632703229412465e-123,0.7092129287739672
154,0.49767286353051426,4.2691512289829195e-76,0.5462080921745518
155,0.5594153102187843,9.371770544229392e-100,0.631981771824575
